Nombre;Dirección;Categoría;Teléfono;Emails;Sitio web;Estrellas;Comentarios;Reputación;Confianza;Contacto;Calidad;Utilidad
División TOYOTA | WARNES 1184 | Repuestos Toyota;Warnes 1184 | PB, C1414 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4856-1338;info@repuestostoyota.com.ar;https://divisiontoyota.com.ar/;4.0;47;4,15;Medio;Alto;Activo;Estratégica
Funoy Hnos SA;Caracas 1850, C1416 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4582-7072;;http://www.funoyproducts.com.ar/;4.7;156;4,6;Alto;Medio;Potencial;Estratégica
CASTELLMAR;Av. Juan Bautista Justo 4476, C1416 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 6606-4683;;https://www.castellmar.com/;4.4;379;4,39;Alto;Medio;Potencial;Estratégica
ARG Autopartes;Av. de los Constituyentes 3055, C1427 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 3987-8591;ventas@argautopartes.ar;https://www.argautopartes.com.ar/;4.3;94;4,29;Alto;Alto;Estrella;Estratégica
Autopartes Mitre;Florida Oeste, Av. Bartolomé Mitre 1650, B1604 AKW, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 4761-8047;accesoriosmitre@hotmail.com;http://www.autopartesmitre.com.ar/;4.5;2700;4,5;Alto;Alto;Estrella;Estratégica
Autopartes Eléctricas Autona;Av. Congreso 5153, C1431 AAG, Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4541-4239;;https://www.facebook.com/autonaautopartes/;4.3;204;4,3;Alto;Medio;Potencial;Estratégica
Roger Repuestos y Accesorios;Av. San Martín 1442, B1678GPQ Caseros, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 4426-4884;;https://wa.me/541144264884;4.7;192;4,61;Alto;Medio;Potencial;Estratégica
Repuestos el Polaco wilde;Fabián Onsari 1324, B1875 Gran Buenos Aires, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 5900-6285;;http://www.repuestoselpolaco.com.ar/;4.3;454;4,3;Alto;Medio;Potencial;Estratégica
Casa Jonte SRL;Av. Córdoba 3170, C1187 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4866-0143;cordobacasajonte@hotmail.com;http://www.casajonte.com.ar/;4.5;245;4,46;Alto;Alto;Estrella;Estratégica
Walger S.R.L.;Hidalgo 1736, C1414 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4854-0360;ventas@walger.com.ar;http://www.walger.com.ar/;4.3;33;4,29;Medio;Alto;Activo;Estratégica
New Motors;Av. Dr. Honorio Pueyrredón 2049, C1414 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 15-2706-9208;info@newmotors.ar;http://www.newmotors.com.ar/;4.9;970;4,87;Alto;Alto;Estrella;Estratégica
REPUESTOS CRA;Av. Lope de Vega 2960, C1417CPO Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 3332-0582;;http://www.repuestoscra.com.ar/;4.7;128;4,58;Alto;Medio;Potencial;Estratégica
Nonno Suspensión;Av. Francisco Beiró 5438, C1408 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 2228-9900;nonnosuspension@gmail.com;https://nonnosuspension.com/;4.8;169;4,68;Alto;Alto;Estrella;Estratégica
Repuestos Parque - Fiat - Peugeot y Citroen - Jeep Renegade;Camino Pres. Juan Domingo Perón 196, B1832EXO Gran Buenos Aires, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 3392-8722;;http://www.repuestosparque.com.ar/;4.6;823;4,58;Alto;Medio;Potencial;Estratégica
Juli Autopartes;T.S.Bustamante 470, B1869 Gerli, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 3239-8569;juliautopartes@yahoo.com.ar;http://www.juliautopartes.com.ar/;4.6;359;4,56;Alto;Alto;Estrella;Estratégica
POLI REPUESTOS;Av Warnes 1411 y, Leiva esquina, C1416CQB Buenos Aires;Tienda de repuestos para automóvil;011 4857-9570;info@polirepuestos.com.ar,hello@themenectar.com;http://www.polirepuestos.com.ar/;4.5;91;4,42;Alto;Alto;Estrella;Estratégica
Kavigo;Saladillo 2050, C1440 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 2090-3333;info@kavigo.net,pedidos@kavigo.net;http://www.kavigo.com/;4.6;78;4,48;Alto;Alto;Estrella;Estratégica
COULI S.A.;GOK, Av. Álvarez Jonte 4309, C1407 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4567-9011;;http://www.couli.com.ar/;4.7;931;4,68;Alto;Medio;Potencial;Estratégica
Autopartes Coco;Blvd. Buenos Aires 1279, B1838AHP Gran Buenos Aires, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 5716-4844;;https://www.facebook.com/pages/Autopartes-Coco/319809854724927?fref=ts;4.5;249;4,46;Alto;Medio;Potencial;Estratégica
EQUIPAMIENTOS Y TAPICERIA LORENZO;Av. Díaz Vélez 1472, B1702 Ciudadela, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 2295-6780;tapicerialorenzo@hotmail.com,notificaciones@gurusoluciones.com,cliente@gurusoluciones.com;https://www.gurugo.com.ar/fichas/equipamientos-y-tapiceria-lorenzo_16382438;4.7;26;4,43;Medio;Alto;Activo;Estratégica
El Leoncito;Av. Juan Bautista Alberdi 4305, C1407 GZK, Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4636-1182;;http://www.elleoncito.com/;4.2;146;4,22;Alto;Medio;Potencial;Estratégica
CHEVCAR - Repuestos Chevrolet, Volkswagen y Audi en Warnes;Av. Juan Bautista Justo 3300, 1414 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4854-8240;repuestos@chevcar.com;https://chevcar.com/;4.4;553;4,39;Alto;Alto;Estrella;Estratégica
Rodamientos Brothers;Chivilcoy 3033, C1417 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4504-1572;info@rodbrothers.com.ar;http://www.rodbrothers.com.ar/;4.7;65;4,52;Alto;Alto;Estrella;Estratégica
Rodamientos Brothers;Chivilcoy 3033, C1417 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4504-1572;info@rodbrothers.com.ar;http://www.rodbrothers.com.ar/;4.7;65;4,52;Alto;Alto;Estrella;Estratégica
Autopartes Sanabria;Sanabria 2587, C1417AZI Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 3136-0251;ventas@autopartessanabria.com;http://www.autopartessanabria.com/;4.6;702;4,58;Alto;Alto;Estrella;Estratégica
Majoma;Av. Gral. Mosconi 3500, C1419 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4572-2309;info@majoma.com.ar;https://www.majomadigital.com.ar/;4.5;60;4,4;Alto;Alto;Estrella;Estratégica
Distrimecka ®;Av. S. Martín 7045, 1419 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;;distrimecka@gmail.com;http://www.distrimecka.com/;4.6;208;4,54;Alto;Medio;Potencial;Estratégica
MercadoCar;Llavallol 4315, C1419 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 5278-3573;;http://www.mercadocar.com.ar/;4.8;734;4,77;Alto;Medio;Potencial;Estratégica
AUTO SCRAP AUTOPARTES;Av. Remedios de Escalada de San Martín 2254, B1822AAV Valentín Alsina, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 2205-4829;;http://www.autoscrap.com.ar/;4.2;101;4,23;Alto;Medio;Potencial;Estratégica
Distribuidora OsCar;Av. Dr. Ricardo Balbín 487, B1663 San Miguel, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 7900-3562;;https://www.mercadolibre.com.ar/pagina/distribuidoraos-car#from=share_eshop;4.5;188;4,45;Alto;Medio;Potencial;Estratégica
Distribuidora 3L Portaequipajes;Paganini 3715, B1686 William C. Morris, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 15-5041-1163;;https://hurlinbikes.wixsite.com/distribuidora3l;4.4;85;4,36;Alto;Medio;Potencial;Estratégica
Sac Repuestos;Av. Vélez Sarsfield 787, B1768 Villa Madero, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 4622-6225;sacrepuestos@hotmail.com;http://www.sacrepuestos.com.ar/;4.6;674;4,58;Alto;Alto;Estrella;Estratégica
LuseliFord repuestos y accesorios de Ford y Perkins para autos y camiones;Constitución 769, B1722FFH Merlo, Provincia de Buenos Aires;Tienda de repuestos para automóvil;0220 482-0394;;https://instagram.com/luseliford?igshid=126e997zygml8;4.4;171;4,37;Alto;Medio;Potencial;Estratégica
REPUESTOS VOLKSWAGEN RIK-CAR;Cnel. Martin Paulino Lacarra 2165, B1824ONI Gerli, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 3676-2329;;https://accesoriosrikcar.com.ar/;4.6;284;4,55;Alto;Medio;Potencial;Estratégica
Repuestos Luis Rigon;Sarratea 364, B1655 José León Suárez, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 15-3150-8013;info@repuestosluisrigon.com.ar;https://repuestosluisrigon.com.ar/;4.6;246;4,55;Alto;Alto;Estrella;Estratégica
Repuestos Peugeot Velez Sarsfield;Av. Vélez Sarsfield 591, B1768DBF Villa Madero, Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4622-3489;repuestosvs@yahoo.com.ar;http://www.repuestospeugeotba.com/;4.4;137;4,37;Alto;Alto;Estrella;Estratégica
Repuestos La Japonesa;Av. S. Martín 3511, C1416 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4582-5442;repuestoslajaponesa@gmail.com;http://www.repuestoslajaponesa.com/;4.2;349;4,21;Alto;Alto;Estrella;Estratégica
Chapa Juan;Av. Dorrego 99, C1414CJA Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4857-3568;autopartes@chapajuan.com;http://www.chapajuan.com/;4.4;99;4,36;Alto;Alto;Estrella;Estratégica
Da-niel;Warnes 1157, C1414 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4855-5900;;https://suspensiondaniel.com.ar/;4.4;71;4,35;Alto;Medio;Potencial;Estratégica
REPUESTOS JC S.R.L;Av. Gral. San Martín 2449, B1752AAC Gran Buenos Aires, Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;4743-3282;repuestosjc@fibertel.com.ar;http://www.repuestosjcsrl.com/;4.5;259;4,46;Alto;Alto;Estrella;Estratégica
Casa Carpe;DJA, Av. Juan Bautista Justo 3399, C1416 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4581-0784;;http://casacarpe.com/;4.4;2076;4,4;Alto;Medio;Potencial;Estratégica
Distribat S.R.L. Acumuladores y Baterías;2460 Capital Federal, Fragata Pres. Sarmiento 2458, C1416CCB Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4585-6789;info@distribat.com.ar;http://www.distribat.com.ar/;4.3;72;4,29;Alto;Alto;Estrella;Estratégica
Asian Motors;Warnes 1264, C1414 AAZ, Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4583-6530;;https://asianmotorssrl.com.ar/;4.6;70;4,47;Alto;Medio;Potencial;Estratégica
Chapa Juan;Warnes 1221, C1414 AAM, Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 3873-9770;autopartes@chapajuan.com;http://www.chapajuan.com/;4.4;1026;4,39;Alto;Alto;Estrella;Estratégica
BUJIPAR;Humboldt 13, C1414CSA Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4854-0559;;https://instagram.com/bujipar?igshid=YmMyMTA2M2Y=;4.3;325;4,3;Alto;Medio;Potencial;Estratégica
Cacho Suspensión;Warnes 1243, C1414 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4856-1111;ventas@cachosuspension.com;https://www.cachosuspension.com/;4.4;2978;4,4;Alto;Alto;Estrella;Estratégica
Poynal;Castro 668, C1217 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4957-3426;poynal@hotmail.com;https://www.poynal.com.ar/;4.8;21;4,44;Medio;Alto;Activo;Estratégica
"Repuestos para Automóvil ""Autovía S.A.""";Warnes 1431, C1416 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4854-7297;contacto@autovia.com.ar;http://www.autovia.com.ar/;4.4;42;4,34;Medio;Alto;Activo;Estratégica
Miya Suspensión;Esquina Rodriguez, Batalla del Pari 699, C1416DXC Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4584-2347;;https://www.instagram.com/repuestos.miya;4.7;81;4,54;Alto;Medio;Potencial;Estratégica
WARNES Y DORREGO;Warnes 1399, C1414 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 15-6126-1251;;http://www.warnesydorrego.com.ar/;4.3;146;4,3;Alto;Medio;Potencial;Estratégica
Todo Correas;PB, Warnes 507 LOCAL, C1414 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4858-3366;info@todocorreas.com.ar;http://www.todocorreas.com.ar/;4.2;292;4,21;Alto;Alto;Estrella;Estratégica
WPC Repuestos;Remedios Escalada de San Martín 491, C1414DYC Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 5736-5114;walter@wpcrepuestos.com.ar;http://www.wpcrepuestos.com.ar/;4.8;33;4,49;Medio;Alto;Activo;Estratégica
Renault - Bimar;Av. Chiclana 3674, C1239 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4923-0070;repuestos@grupobimar.com;https://www.grupobimar.com/;4.3;75;4,29;Alto;Alto;Estrella;Estratégica
ENCENDIDO GRAN SUR;Av. Independencia 3962, C1226AAR, C1226 AAR, Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4931-0086;encendidogransur@gmail.com;http://www.encendidogransur.com/;4.5;605;4,48;Alto;Alto;Estrella;Estratégica
Repuestos Click;Loyola 368, C1414 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 5479-6775;repuestosclick@gmail.com;http://www.repuestosclick.com.ar/;4.7;120;4,58;Alto;Alto;Estrella;Estratégica
RODINAG;Av. Eva Perón 3095, B1712 Castelar, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 7044-0743;info@rodinag.com;http://www.rodinag.com/;4.5;170;4,45;Alto;Alto;Estrella;Estratégica
Concesionario Toyota Warnes;Warnes 1424, C1416 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 5820-0477;;https://www.toyotawarnes.com.ar/;4.2;657;4,21;Alto;Medio;Potencial;Estratégica
Mundo Autopartes;AAG, Eva Perón 3199, B1825 Lanús, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 5263-2051;;https://mundoautopartes.com/;4.3;156;4,3;Alto;Medio;Potencial;Estratégica
Distribuidora Randone - Tren Delantero y Suspensión;Av. Juan de Garay 4101, C1256 ABK, Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4922-5703;info@distrirandone.com.ar;http://www.distrirandone.com.ar/;4.9;431;4,84;Alto;Alto;Estrella;Estratégica
Deperfilt;Av. Chiclana 3215, C1259AAE Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4911-7200;info@deperfilt.com.ar;http://www.deperfilt.com.ar/;4.7;98;4,56;Alto;Alto;Estrella;Estratégica
Vw Cobo;Av. La Plata 2180, C1250 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4925-0060;;http://vwcobo.com/;4.5;668;4,48;Alto;Medio;Potencial;Estratégica
New Motors;Av. Dr. Honorio Pueyrredón 2049, C1414 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 15-2706-9208;info@newmotors.ar;http://www.newmotors.com.ar/;4.9;970;4,87;Alto;Alto;Estrella;Estratégica
Autopiezas En El Centro de Warnes;Warnes 1151, C1414AAL, C1414 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 5486-4695;autopiezas@autopiezaswarnes.com.ar;https://autopiezaswarnes.com.ar/;4.2;68;4,24;Alto;Alto;Estrella;Estratégica
FORPARQUE;AAP, Av. Caseros 3368, C1263 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4911-9377;ventas@forparque.com.ar;http://forparque.com.ar/;4.4;92;4,36;Alto;Alto;Estrella;Estratégica
Todo Tu;Av. Eva Perón 1231, B1834BDM Gran Buenos Aires, Provincia de Buenos Aires;Tienda de repuestos para automóvil;4243-3255;;https://www.facebook.com/todoturepuestos/;4.7;218;4,62;Alto;Medio;Potencial;Estratégica
Eurocar Autopartes;Av. Dorrego 150, C1414CJO Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4855-1045;eurocarautopartes@hotmail.com;http://www.eurocarautopartes.com.ar/;4.5;61;4,4;Alto;Alto;Estrella;Estratégica
Grupo Rosales 6;Av. Eva Perón 1587, B1834 Temperley, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 7078-1046;repuestosavellaneda@grupo-rosales.com.ar,repuestosrosales@grupo-rosales.com.ar,totalrepuestos@grupo-rosales.com.ar;http://www.grupo-rosales.com.ar/;4.7;383;4,65;Alto;Alto;Estrella;Estratégica
Larocca Repuestos Fiat - Peugeot - Originales;Av. Almte. Brown 927, C1159 ABB, Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4362-2192;;https://laroccarepuestos.mercadoshops.com.ar/;4.4;517;4,39;Alto;Medio;Potencial;Estratégica
Citroideas | Repuestos Citroën Mehari 3cv 2cv Ami 8 e Ies;Sta. Magdalena 600, C1277ACF Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 6155-0248;;http://www.citroideas.com.ar/;4.9;686;4,86;Alto;Medio;Potencial;Estratégica
FJParts Repuestos Renault;Achával 849 Piso 8, C1406 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 3464-9004;fjpartsarg@gmail.com;https://fjparts.mercadoshops.com.ar/;4.6;37;4,42;Medio;Alto;Activo;Estratégica
MJ Repuestos;Av. La Plata 463, C1235BOO Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 5000-2200;info@mjrepuestos.com.ar;https://mjrepuestos.com.ar/;4.7;11;4,36;Medio;Alto;Activo;Estratégica
"Rulemanes ""San Pedrito""";Av. San Pedrito 753, C1406EXH Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 5160-7026;;http://www.rulsanpedrito.com.ar/;4.4;57;4,35;Alto;Medio;Potencial;Estratégica
Raylin;Somellera 6181, C1439ABA Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4602-7443;administracion@raylin.com.ar,ventas@raylin.com.ar;http://raylin.com.ar/;4.4;10;4,3;Medio;Alto;Activo;Estratégica
La Chicana Repuestos Automotores;Av. Solís 189, B6740 Chacabuco, Provincia de Buenos Aires;Tienda de repuestos para automóvil;02352 43-2231;walterodella@infovia.com.ar;https://www.repuestoslachicana.com/contacto.html;4.6;90;4,49;Alto;Alto;Estrella;Estratégica
TOYODAIH – Especialistas en autopartes y accesorios importados. | Toyodaih S.A.;Av, Av. Juan Bautista Justo 9059, 1408 Buenos Aires;Tienda de repuestos para automóvil;011 4644-6805;ventas@toyodaih.com.ar;http://www.toyodaih.com.ar/;4.5;271;4,47;Alto;Alto;Estrella;Estratégica
Distribuidora Superton;C1427CNC, Heredia 327, C1427CNC Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4551-1332;superton@hotmail.com.ar;http://www.distribuidorasuperton.com.ar/;4.7;51;4,49;Alto;Alto;Estrella;Estratégica
Repuestos Portela;Portela 440, C1406 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 6173-5758;;https://repuestosportela3.mitiendanube.com/;4.5;669;4,48;Alto;Medio;Potencial;Estratégica
Repuestos Floresta;Av. Juan Bautista Justo 6548, C1407 FAQ, Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 15-6754-0126;ventas@repuestosfloresta.com.ar;http://www.repuestosfloresta.com.ar/;4.5;809;4,49;Alto;Alto;Estrella;Estratégica
Repuestos Hubac S.R.L.;Hubac 5112, C1439 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 2072-6104;repuestoshubac@gmail.com;http://repuestoshubac.com.ar/;4.5;37;4,38;Medio;Alto;Activo;Estratégica
Encendido Y Accesorios Jonte Repuestos Automotor;Av. Álvarez Jonte 3434, C1407GOO Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 5863-7745;;http://www.encendidojonte.com.ar/;4.6;84;4,48;Alto;Medio;Potencial;Estratégica
Repuestos y Accesorios IMOLA;AAY, Warnes 1140, C1414 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;4854-5051;;https://imolasrl.mercadoshops.com.ar/;4.3;252;4,3;Alto;Medio;Potencial;Estratégica
Autociudad;Albariño 1578, C1440 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 3220-2886;;https://autociudad.com.ar/;4.5;108;4,43;Alto;Medio;Potencial;Estratégica
ROAR Autopartes Y Accesorios;Av. Directorio 4602, C1407 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4725-2495;repuestosroar@gmail.com;https://roarautopartesvolkswagen.mercadoshops.com.ar/;4.6;65;4,46;Alto;Alto;Estrella;Estratégica
Cabriolet Repuestos;Warnes 1400, C1416 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4583-9307;repuestos@cabrioletrepuestos.com.ar;https://cabrioletrepuestos.com.ar/;4.6;354;4,56;Alto;Alto;Estrella;Estratégica
Car-Lar;Av. Cobo 700, C1424DEO Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4926-0036;;http://carlarrepuestos.com/;4.6;124;4,51;Alto;Medio;Potencial;Estratégica
Autopartes Ferni;Villa Madero Buenos Aires AR, Av. Crovara 1690, B1768 Ciudad;Tienda de repuestos para automóvil;0800-999-4699;mercadoferni@gmail.com;https://autopartesferni.com.ar/;4.3;716;4,3;Alto;Alto;Estrella;Estratégica
Automotores Mataderos;Basualdo 2325, C1439FDA Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 15-4683-7070;;http://www.automotoresmataderos.com.ar/;4.4;723;4,39;Alto;Medio;Potencial;Estratégica
Supertrans de Repocym S.A.;Montiel 2451, C1440 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 3507-3841;supertrans@repocym.com.ar;http://www.repocym.com.ar/;4.7;61;4,51;Alto;Alto;Estrella;Estratégica
Parabrisas Mataderos;Fonrouge 1447, C1439 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4635-9192;contacto@parabrisasmataderos.com,parabrisasmataderos@gmail.com;http://www.parabrisasmataderos.com/;4.5;422;4,48;Alto;Alto;Estrella;Estratégica
